2020-01-24 10:51:04
1,"(['Den Helder', 'Alkmaar', 'Castricum', 'Zaandam', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Amsterdam Zuid', 'Schiphol Airport'], 93)"
2,"(['Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Amsterdam Sloterdijk', 'Amsterdam Zuid'], 100)"
3,"(['Schiphol Airport', 'Leiden Centraal', 'Alphen a/d Rijn', 'Gouda', 'Rotterdam Alexander', 'Rotterdam Centraal'], 66)"
4,"(['Beverwijk', 'Castricum'], 13)"
5,"(['Alkmaar', 'Hoorn', 'Zaandam', 'Beverwijk', 'Haarlem'], 91)"
8779.857142857143

2020-01-24 11:26:26
1,"(['Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Amsterdam Zuid'], 108)"
2,"(['Den Helder', 'Alkmaar', 'Castricum', 'Zaandam', 'Amsterdam Sloterdijk', 'Amsterdam Zuid', 'Schiphol Airport', 'Leiden Centraal'], 100)"
3,"(['Alkmaar', 'Hoorn', 'Zaandam', 'Beverwijk', 'Castricum'], 88)"
4,"(['Rotterdam Centraal', 'Rotterdam Alexander', 'Gouda', 'Den Haag Centraal'], 36)"
5,"(['Gouda', 'Alphen a/d Rijn', 'Leiden Centraal'], 33)"
8777.857142857143

