2020-01-24 15:57:30
1,"(['Schiphol Airport', 'Amsterdam Zuid', 'Amsterdam Amstel', 'Hilversum', 'Almere Centrum', 'Lelystad Centrum'], 84)"
2,"(['Heerlen', 'Sittard', 'Roermond', 'Weert', 'Eindhoven', 'Tilburg', 'Breda', 'Etten-Leur', 'Roosendaal', 'Dordrecht', 'Rotterdam Centraal', 'Rotterdam Alexander', 'Rotterdam Blaak'], 169)"
3,"(['Groningen', 'Leeuwarden', 'Heerenveen', 'Steenwijk', 'Zwolle', 'Assen', 'Groningen'], 146)"
4,"(['Hilversum', 'Utrecht Centraal', 's-Hertogenbosch', 'Tilburg'], 57)"
5,"(['Leiden Centraal', 'Alphen a/d Rijn', 'Utrecht Centraal', 'Schiphol Airport', 'Leiden Centraal', 'Den Haag Laan v NOI', 'Delft', 'Schiedam Centrum', 'Rotterdam Blaak', 'Dordrecht', 'Breda'], 161)"
6,"(['Venlo', 'Helmond', 'Eindhoven', 's-Hertogenbosch', 'Oss', 'Nijmegen', 'Arnhem Centraal', 'Ede-Wageningen', 'Utrecht Centraal', 'Gouda', 'Den Haag HS'], 169)"
7,"(['Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Almere Centrum', 'Amsterdam Amstel', 'Amsterdam Centraal', 'Utrecht Centraal', 'Amersfoort', 'Zwolle'], 153)"
8,"(['Haarlem', 'Beverwijk', 'Castricum', 'Alkmaar', 'Hoorn', 'Zaandam', 'Amsterdam Sloterdijk', 'Haarlem', 'Heemstede-Aerdenhout', 'Leiden Centraal', 'Den Haag HS', 'Delft', 'Den Haag Centraal', 'Leiden Centraal'], 169)"
9,"(['Zutphen', 'Apeldoorn', 'Deventer', 'Zwolle', 'Almelo', 'Hengelo', 'Enschede'], 113)"
10,"(['Alphen a/d Rijn', 'Gouda', 'Den Haag Centraal'], 37)"
11,"(['Arnhem Centraal', 'Dieren', 'Zutphen', 'Deventer', 'Almelo'], 56)"
12,"(['Amersfoort', 'Apeldoorn'], 24)"
13,"(['Rotterdam Alexander', 'Gouda', 'Den Haag Laan v NOI'], 38)"
14,"(['Maastricht', 'Sittard'], 15)"
15,"(['Beverwijk', 'Zaandam', 'Castricum'], 37)"
16,"(['Schiedam Centrum', 'Rotterdam Centraal'], 5)"
17,"(['Den Helder', 'Alkmaar'], 36)"
18,"(['Vlissingen', 'Roosendaal'], 63)"
19,"(['Amsterdam Amstel', 'Utrecht Centraal'], 19)"
6549.0

