2020-01-28 11:45:37
1,"(['Lelystad Centrum', 'Almere Centrum', 'Amsterdam Centraal', 'Amsterdam Sloterdijk', 'Amsterdam Zuid', 'Schiphol Airport', 'Leiden Centraal', 'Den Haag Laan v NOI', 'Delft', 'Den Haag HS', 'Gouda', 'Alphen a/d Rijn'], 146)"
2,"(['Heerlen', 'Sittard', 'Roermond', 'Weert', 'Eindhoven', 's-Hertogenbosch', 'Utrecht Centraal', 'Amersfoort', 'Zwolle'], 155)"
3,"(['Den Helder', 'Alkmaar', 'Castricum', 'Zaandam', 'Hoorn', 'Alkmaar'], 107)"
4,"(['Vlissingen', 'Roosendaal', 'Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Rotterdam Blaak', 'Rotterdam Alexander', 'Rotterdam Centraal'], 135)"
5,"(['Enschede', 'Hengelo', 'Almelo', 'Zwolle', 'Deventer', 'Apeldoorn', 'Zutphen', 'Deventer', 'Almelo'], 149)"
6,"(['Maastricht', 'Sittard'], 15)"
7,"(['Venlo', 'Helmond', 'Eindhoven', 'Tilburg', 'Breda', 'Etten-Leur', 'Roosendaal'], 91)"
8,"(['Tilburg', 's-Hertogenbosch', 'Oss', 'Nijmegen', 'Arnhem Centraal', 'Ede-Wageningen', 'Utrecht Centraal', 'Schiphol Airport'], 121)"
9,"(['Castricum', 'Beverwijk', 'Zaandam', 'Amsterdam Sloterdijk', 'Haarlem', 'Beverwijk'], 71)"
10,"(['Groningen', 'Assen', 'Zwolle', 'Steenwijk', 'Heerenveen', 'Leeuwarden', 'Groningen'], 146)"
11,"(['Rotterdam Alexander', 'Gouda', 'Den Haag Laan v NOI'], 38)"
12,"(['Arnhem Centraal', 'Dieren', 'Zutphen'], 20)"
13,"(['Haarlem', 'Heemstede-Aerdenhout', 'Leiden Centraal', 'Den Haag Centraal', 'Delft', 'Schiedam Centrum'], 51)"
14,"(['Den Haag Centraal', 'Gouda', 'Utrecht Centraal', 'Hilversum', 'Amsterdam Amstel', 'Utrecht Centraal', 'Alphen a/d Rijn', 'Leiden Centraal', 'Den Haag HS'], 152)"
15,"(['Breda', 'Dordrecht', 'Rotterdam Blaak'], 32)"
16,"(['Amsterdam Amstel', 'Amsterdam Zuid'], 10)"
17,"(['Utrecht Centraal', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Almere Centrum', 'Hilversum'], 88)"
18,"(['Amersfoort', 'Apeldoorn'], 24)"
6649.0

