2020-01-28 14:34:02
1,"(['Den Helder', 'Alkmaar', 'Castricum', 'Zaandam', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Amsterdam Zuid', 'Schiphol Airport', 'Leiden Centraal', 'Den Haag Centraal'], 120)"
2,"(['Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Gouda', 'Rotterdam Alexander', 'Rotterdam Centraal'], 78)"
3,"(['Castricum', 'Beverwijk', 'Haarlem', 'Heemstede-Aerdenhout', 'Leiden Centraal', 'Alphen a/d Rijn', 'Gouda'], 81)"
4,"(['Beverwijk', 'Zaandam', 'Hoorn', 'Alkmaar'], 75)"
5,"(['Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Haarlem'], 27)"
9119.0

2020-01-28 15:16:52
1,"(['Den Helder', 'Alkmaar', 'Castricum', 'Zaandam', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Amsterdam Zuid', 'Schiphol Airport', 'Leiden Centraal', 'Den Haag Centraal'], 120)"
2,"(['Dordrecht', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Gouda', 'Rotterdam Alexander', 'Rotterdam Centraal'], 78)"
3,"(['Castricum', 'Beverwijk', 'Haarlem', 'Heemstede-Aerdenhout', 'Leiden Centraal', 'Alphen a/d Rijn', 'Gouda'], 81)"
4,"(['Beverwijk', 'Zaandam', 'Hoorn', 'Alkmaar'], 75)"
5,"(['Haarlem', 'Amsterdam Sloterdijk', 'Amsterdam Zuid'], 27)"
9119.0

