2020-01-28 14:34:30
1,"(['Den Helder', 'Alkmaar', 'Castricum', 'Zaandam', 'Hoorn', 'Alkmaar'], 107)"
2,"(['Dordrecht', 'Rotterdam Centraal', 'Rotterdam Alexander', 'Gouda', 'Alphen a/d Rijn', 'Leiden Centraal', 'Den Haag Centraal', 'Delft', 'Schiedam Centrum', 'Rotterdam Centraal', 'Schiedam Centrum'], 110)"
3,"(['Amsterdam Amstel', 'Amsterdam Centraal', 'Amsterdam Sloterdijk', 'Amsterdam Zuid', 'Schiphol Airport', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Beverwijk'], 86)"
4,"(['Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Amsterdam Sloterdijk', 'Zaandam', 'Beverwijk', 'Castricum', 'Alkmaar'], 83)"
5,"(['Zaandam', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Amsterdam Zuid', 'Amsterdam Amstel'], 40)"
6,"(['Delft', 'Schiedam Centrum'], 7)"
7,"(['Gouda', 'Den Haag Centraal', 'Delft'], 31)"
8836.0

2020-01-28 15:17:15
1,"(['Dordrecht', 'Rotterdam Centraal', 'Rotterdam Alexander', 'Gouda', 'Den Haag Centraal', 'Leiden Centraal', 'Heemstede-Aerdenhout', 'Haarlem', 'Beverwijk'], 100)"
2,"(['Den Helder', 'Alkmaar', 'Castricum', 'Beverwijk', 'Zaandam', 'Hoorn'], 109)"
3,"(['Rotterdam Alexander', 'Rotterdam Centraal', 'Schiedam Centrum', 'Delft', 'Den Haag Centraal', 'Gouda', 'Alphen a/d Rijn', 'Leiden Centraal', 'Schiphol Airport', 'Amsterdam Zuid'], 105)"
4,"(['Schiedam Centrum', 'Rotterdam Centraal', 'Dordrecht'], 22)"
5,"(['Hoorn', 'Alkmaar', 'Castricum', 'Zaandam', 'Amsterdam Sloterdijk', 'Amsterdam Centraal', 'Amsterdam Amstel', 'Amsterdam Zuid', 'Amsterdam Sloterdijk', 'Haarlem', 'Heemstede-Aerdenhout'], 108)"
6,"(['Schiphol Airport', 'Leiden Centraal', 'Heemstede-Aerdenhout'], 28)"
7,"(['Delft', 'Schiedam Centrum'], 7)"
8821.0

